6EGh,RZSeJxfzlyY,"[388, 497, 2761]",
PgGh,Rcn0RdJp-Ys,"[0, 139]",
gSGh,5qZ0acZEHHA,[1757],"[{'text': ""hello I'm entire it's Thursday fizzy"", 'start': 6.95, 'duration': 3.64}, {'text': ""weary second in case you've been living"", 'start': 9.21, 'duration': 2.969}, {'text': ""under a rock one of the things that's"", 'start': 10.59, 'duration': 3.0}, {'text': 'affecting much of the United States', 'start': 12.179, 'duration': 3.591}, {'text': ""right now is what's called snowpocalypse"", 'start': 13.59, 'duration': 4.65}, {'text': '2011 I am currently student teaching and', 'start': 15.77, 'duration': 4.87}, {'text': 'because of snowpocalypse 2011 I have had', 'start': 18.24, 'duration': 4.26}, {'text': 'three days of school this week cancelled', 'start': 20.64, 'duration': 3.36}, {'text': ""instead don't really have any homework"", 'start': 22.5, 'duration': 3.449}, {'text': ""and I don't have to plan any new lesson"", 'start': 24.0, 'duration': 3.24}, {'text': ""since I haven't done the ones that I"", 'start': 25.949, 'duration': 3.391}, {'text': 'have played I have some time on my hands', 'start': 27.24, 'duration': 3.6}, {'text': ""and what time I've had has been"", 'start': 29.34, 'duration': 3.45}, {'text': 'generally used judging for the fizzy', 'start': 30.84, 'duration': 3.989}, {'text': 'limb pics and reading I mean seriously i', 'start': 32.79, 'duration': 3.69}, {'text': 'finished the Invisible Man yesterday and', 'start': 34.829, 'duration': 2.82}, {'text': ""I'm almost done with catcher in the rye"", 'start': 36.48, 'duration': 2.91}, {'text': ""never had to read it in high school i'll"", 'start': 37.649, 'duration': 3.09}, {'text': 'let you know how it goes in any case', 'start': 39.39, 'duration': 2.64}, {'text': 'something that occurred to me today is', 'start': 40.739, 'duration': 2.64}, {'text': ""that i've seen a lot of videos"", 'start': 42.03, 'duration': 3.27}, {'text': 'complaining about the existence of the', 'start': 43.379, 'duration': 5.761}, {'text': 'kindle and to that i say why seriously I', 'start': 45.3, 'duration': 6.36}, {'text': ""don't see anything at all wrong with the"", 'start': 49.14, 'duration': 4.2}, {'text': ""kindle sure it's going to be a different"", 'start': 51.66, 'duration': 3.69}, {'text': 'experience reading on the Kindle than', 'start': 53.34, 'duration': 4.05}, {'text': 'reading in a book but every other facet', 'start': 55.35, 'duration': 4.08}, {'text': 'of art and entertainment has succumbed', 'start': 57.39, 'duration': 4.349}, {'text': 'to new technology music used to have to', 'start': 59.43, 'duration': 4.08}, {'text': 'be played live than it was recorded on', 'start': 61.739, 'duration': 3.511}, {'text': 'photographs than it was recorded on tape', 'start': 63.51, 'duration': 3.96}, {'text': 'than it was recorded on CDs than it went', 'start': 65.25, 'duration': 3.75}, {'text': ""to an iPod that's a normal progression"", 'start': 67.47, 'duration': 3.719}, {'text': 'of Technology similarly images used to', 'start': 69.0, 'duration': 3.96}, {'text': 'have to be painted then they only had to', 'start': 71.189, 'duration': 3.481}, {'text': 'be photographed and now you can get the', 'start': 72.96, 'duration': 3.0}, {'text': 'photographs straight to the computer', 'start': 74.67, 'duration': 2.82}, {'text': 'instead of waiting for it to develop I', 'start': 75.96, 'duration': 2.64}, {'text': ""don't understand how people can"", 'start': 77.49, 'duration': 3.66}, {'text': 'realistically expect books to be exempt', 'start': 78.6, 'duration': 4.44}, {'text': 'from the development of Technology sure', 'start': 81.15, 'duration': 3.69}, {'text': ""I'll probably miss out on having that"", 'start': 83.04, 'duration': 3.6}, {'text': 'romanticized library full of books', 'start': 84.84, 'duration': 4.65}, {'text': ""wall-to-wall floor-to-ceiling sure it'll"", 'start': 86.64, 'duration': 5.13}, {'text': 'be strange to get used to not exactly', 'start': 89.49, 'duration': 4.14}, {'text': 'knowing where I am in the book by feel', 'start': 91.77, 'duration': 4.2}, {'text': ""however I don't know the exact math but"", 'start': 93.63, 'duration': 4.919}, {'text': ""I'm assuming that buying one kindle and"", 'start': 95.97, 'duration': 4.259}, {'text': 'reading hundreds of thousands of books', 'start': 98.549, 'duration': 3.811}, {'text': 'on one kindle is going to be better for', 'start': 100.229, 'duration': 3.6}, {'text': 'the environment than reading just the', 'start': 102.36, 'duration': 3.45}, {'text': 'same amount of books plus on a kindle', 'start': 103.829, 'duration': 3.661}, {'text': ""they'll stay in the same condition for"", 'start': 105.81, 'duration': 3.21}, {'text': 'years instead of starting to fall apart', 'start': 107.49, 'duration': 3.239}, {'text': ""the more that i read them now i'm not"", 'start': 109.02, 'duration': 3.059}, {'text': ""saying that i'm going to get rid of the"", 'start': 110.729, 'duration': 2.611}, {'text': ""books that I have and I'm not saying"", 'start': 112.079, 'duration': 2.701}, {'text': ""that I'm not going to buy books in the"", 'start': 113.34, 'duration': 3.48}, {'text': 'future what I am saying though is that', 'start': 114.78, 'duration': 5.22}, {'text': 'eventually when it seems reasonable for', 'start': 116.82, 'duration': 5.46}, {'text': ""me I will buy a kindle and I'll be fine"", 'start': 120.0, 'duration': 4.74}, {'text': ""with it and I'll read from it and I'll"", 'start': 122.28, 'duration': 4.409}, {'text': ""get used to it I just don't understand"", 'start': 124.74, 'duration': 3.96}, {'text': 'how people can be so adamantly anti', 'start': 126.689, 'duration': 4.501}, {'text': 'kindle when the medium is not going to', 'start': 128.7, 'duration': 4.1}, {'text': 'change the substance', 'start': 131.19, 'duration': 3.23}, {'text': 'after all the goal of reading a book for', 'start': 132.8, 'duration': 3.75}, {'text': 'me is reading but if you have anything', 'start': 134.42, 'duration': 3.84}, {'text': 'to say on the issue I would be glad to', 'start': 136.55, 'duration': 3.27}, {'text': 'discuss it with you in the comments', 'start': 138.26, 'duration': 3.24}, {'text': ""section also don't forget to leave in"", 'start': 139.82, 'duration': 3.09}, {'text': ""the comments your vote for the People's"", 'start': 141.5, 'duration': 2.97}, {'text': 'Choice Award for the fizzy limpets and', 'start': 142.91, 'duration': 3.48}, {'text': 'flogging category because the medals', 'start': 144.47, 'duration': 4.98}, {'text': 'will be awarded tomorrow probably really', 'start': 146.39, 'duration': 4.5}, {'text': 'late not gonna lie thank you to', 'start': 149.45, 'duration': 3.09}, {'text': ""everybody who submitted videos I'm sorry"", 'start': 150.89, 'duration': 3.18}, {'text': 'if you submitted them a little too late', 'start': 152.54, 'duration': 3.51}, {'text': ""we've been inundated with videos over"", 'start': 154.07, 'duration': 3.42}, {'text': ""the last two days and we're going to do"", 'start': 156.05, 'duration': 3.0}, {'text': 'our best to get through the wall and I', 'start': 157.49, 'duration': 3.48}, {'text': ""can't wait to let you know who won see"", 'start': 159.05, 'duration': 3.6}, {'text': 'you guys tomorrow these are editing', 'start': 160.97, 'duration': 2.88}, {'text': ""Steve here again you're probably gonna"", 'start': 162.65, 'duration': 2.64}, {'text': 'see a lot of me this month I completely', 'start': 163.85, 'duration': 2.97}, {'text': 'forgot to mention that today is the', 'start': 165.29, 'duration': 3.09}, {'text': ""first day that we're accepting sketch"", 'start': 166.82, 'duration': 3.99}, {'text': 'comedies for the sketch comedy component', 'start': 168.38, 'duration': 4.02}, {'text': 'of the fizzy limbic so if you have a', 'start': 170.81, 'duration': 2.85}, {'text': 'sketch comedy you can leave it as a', 'start': 172.4, 'duration': 3.63}, {'text': 'video response to this video ok now for', 'start': 173.66, 'duration': 3.87}, {'text': ""real i'll see you guys tomorrow i'm not"", 'start': 176.03, 'duration': 6.81}, {'text': ""like good impressions i'm not so strong"", 'start': 177.53, 'duration': 10.97}, {'text': 'besides but this is the first', 'start': 182.84, 'duration': 5.66}]"
YsGh,KGW049kozsQ,[3],
GzGh,KJAtsQ3D_yQ,"[4, 9, 10, 34]",
iLGh,UeIh6akrVGo,"[5, 3670]",
DtGh,Uh2ziS3L6iw,[25],
BKGh,UrhkIvZZeDI,[68],
g3Gh,UrililP7bQM,"[0, 677]",
EBGh,,[61],
phGh,TwYr5Q75Ws4,"[0, 1, 42, 290, 431, 586]",
SdGh,UBu4L6J5c48,"[0, 1, 27]",
9vGh,wPspfSszBBo,[80],
H0Gh,wXI6BseHBII,"[3, 4, 6]",
5wGh,wZUPHZuoIfY,"[0, 1, 81, 108]","[{'text': 'alrighty oh sure you got them fucking', 'start': 9.349, 'duration': 8.431}, {'text': ""Jen fogs of you oh what's that all right"", 'start': 12.84, 'duration': 4.94}, {'text': ""he's back brand new back throw rocks and"", 'start': 26.029, 'duration': 19.21}, {'text': 'shit stab my gosh yeah um I think I', 'start': 35.219, 'duration': 16.471}, {'text': ""isn't me into that uh she oh well fire"", 'start': 45.239, 'duration': 10.041}, {'text': 'type oh snap', 'start': 51.69, 'duration': 3.59}, {'text': 'dan muscles all right he lives he must', 'start': 63.04, 'duration': 11.07}, {'text': 'hey must lift I think they shit all', 'start': 68.24, 'duration': 9.03}, {'text': ""right I love camerupt it's freaking"", 'start': 74.11, 'duration': 23.92}, {'text': ""beast oh my own damn son poison she's so"", 'start': 77.27, 'duration': 30.529}, {'text': 'smart yeah Barney Oh God Oh poison uh', 'start': 98.03, 'duration': 18.869}, {'text': ""bullet punch eat it it's cute Oh God ah"", 'start': 107.799, 'duration': 21.341}, {'text': 'shit can I missing for like hair try it', 'start': 116.899, 'duration': 16.831}, {'text': ""still thinking what's that gin 45 I"", 'start': 129.14, 'duration': 7.61}, {'text': ""don't even you marry me oh babe it's"", 'start': 133.73, 'duration': 8.75}, {'text': 'gonna roll out Klaus amazing', 'start': 136.75, 'duration': 5.73}, {'text': 'yeah what are you hey where are you even', 'start': 142.9, 'duration': 15.39}, {'text': 'what are you even do you even do oh come', 'start': 151.06, 'duration': 12.75}, {'text': 'on I hate that guy I love this guy Jared', 'start': 158.29, 'duration': 10.47}, {'text': 'goddamn helmet head when i sent a fun', 'start': 163.81, 'duration': 7.56}, {'text': 'fact no sleep pokemon is based off a', 'start': 168.76, 'duration': 8.039}, {'text': 'kangaroo fun facts with envelope yeah', 'start': 171.37, 'duration': 8.6}, {'text': ""i'm just won't smoke up your ass huh"", 'start': 176.799, 'duration': 3.171}, {'text': ""come and i'll say i'm fucked all night i"", 'start': 185.099, 'duration': 16.381}, {'text': 'am good come on hand tie you got this ah', 'start': 193.829, 'duration': 10.621}, {'text': ""i'm gonna put a disclaimer on this video"", 'start': 201.48, 'duration': 14.399}, {'text': 'why what a man yes cheers Oh like yeah', 'start': 204.45, 'duration': 11.429}, {'text': 'yeah oh fuck oh my buddy oh well I hate', 'start': 216.51, 'duration': 33.339}, {'text': 'that moose so much love it no you know', 'start': 239.44, 'duration': 15.0}, {'text': ""no um this is actually you're gonna"", 'start': 249.849, 'duration': 7.11}, {'text': ""wreck me but it's been more fair than"", 'start': 254.44, 'duration': 4.71}, {'text': 'before', 'start': 256.959, 'duration': 8.851}, {'text': ""and I wouldn't I can't even see her why"", 'start': 259.15, 'duration': 8.04}, {'text': 'do you know what a switch that is for', 'start': 265.81, 'duration': 12.18}, {'text': ""sure whoa yeah I'm dead damn GG you"", 'start': 267.19, 'duration': 18.3}, {'text': ""would know you've won trust me you're"", 'start': 277.99, 'duration': 9.39}, {'text': 'sweet guy can do that dirt stupid thing', 'start': 285.49, 'duration': 3.239}, {'text': 'or you like had something like 10 times', 'start': 287.38, 'duration': 2.819}, {'text': 'what the fuck does happen what do you', 'start': 288.729, 'duration': 5.22}, {'text': ""didn't do anything lady French oh my god"", 'start': 290.199, 'duration': 7.621}, {'text': 'what are you doing worries do you think', 'start': 293.949, 'duration': 11.401}, {'text': 'what are you actually doing oh my god oh', 'start': 297.82, 'duration': 10.23}, {'text': 'you had to do was five of us me and you', 'start': 305.35, 'duration': 15.24}, {'text': ""would have work oh it shake oh I can't"", 'start': 308.05, 'duration': 15.69}, {'text': ""believe I won that it's a replay of me"", 'start': 320.59, 'duration': 7.53}, {'text': 'fucking up why am i reacting to this', 'start': 323.74, 'duration': 6.72}, {'text': 'mother getting a triple holy shit that', 'start': 328.12, 'duration': 7.109}, {'text': ""was amazing yeah uh I'll distract it"", 'start': 330.46, 'duration': 7.53}, {'text': ""I'll distract it well you mimic father"", 'start': 335.229, 'duration': 9.72}, {'text': ""give me car wash it give me look let's"", 'start': 337.99, 'duration': 14.419}, {'text': 'go no yeah wait for me', 'start': 344.949, 'duration': 7.46}]"
McGh,0NSqvHPUE4U,"[0, 1, 19, 3238]",
SHGh,0XYm16HjYq8,[523],"[{'text': ""bit nervous you know what's good to be"", 'start': 0.06, 'duration': 3.75}, {'text': ""back you are you better when you're"", 'start': 1.8, 'duration': 2.4}, {'text': 'nervous', 'start': 3.81, 'duration': 1.739}, {'text': ""that's true that's true that's true it's"", 'start': 4.2, 'duration': 2.639}, {'text': 'because for us you know I get to it', 'start': 5.549, 'duration': 3.331}, {'text': ""today first year that's so much looking"", 'start': 6.839, 'duration': 3.811}, {'text': ""forward to it I'm you know fully can get"", 'start': 8.88, 'duration': 3.66}, {'text': ""up but we didn't waste and you don't"", 'start': 10.65, 'duration': 3.779}, {'text': 'want to Bangalore where the excitement', 'start': 12.54, 'duration': 4.26}, {'text': 'ended up Shelley Clinton it how you', 'start': 14.429, 'duration': 6.801}, {'text': ""feeling good you're looking great man"", 'start': 16.8, 'duration': 7.05}, {'text': ""Cheers bit nervous you know what's good"", 'start': 21.23, 'duration': 4.719}, {'text': 'to be back you are you better when', 'start': 23.85, 'duration': 2.58}, {'text': ""you're nervous"", 'start': 25.949, 'duration': 1.891}, {'text': ""that's true that's true that's true just"", 'start': 26.43, 'duration': 2.91}, {'text': 'biggest gross you know I get you today', 'start': 27.84, 'duration': 3.269}, {'text': ""first game that's so much looking"", 'start': 29.34, 'duration': 3.57}, {'text': 'forward to it and you know fully can get', 'start': 31.109, 'duration': 3.301}, {'text': 'a you know back to our winning ways and', 'start': 32.91, 'duration': 3.54}, {'text': ""you don't want to Bangalore where they"", 'start': 34.41, 'duration': 6.38}, {'text': 'actually country how you feeling', 'start': 36.45, 'duration': 7.609}, {'text': ""you're looking great man that is a good"", 'start': 40.79, 'duration': 3.48}, {'text': 'one', 'start': 44.059, 'duration': 2.041}, {'text': ""cheers get nervous you know what's good"", 'start': 44.27, 'duration': 3.96}, {'text': 'to be back you want you better when', 'start': 46.1, 'duration': 3.3}, {'text': ""you're nervous that's true that's true"", 'start': 48.23, 'duration': 3.96}, {'text': 'history has been dispersed and', 'start': 49.4, 'duration': 10.85}, {'text': '[Music]', 'start': 52.19, 'duration': 10.92}, {'text': 'are you feeling', 'start': 60.25, 'duration': 5.44}, {'text': ""you're looking great man look that set"", 'start': 63.11, 'duration': 4.24}, {'text': 'up a blue or tears', 'start': 65.69, 'duration': 78.729}, {'text': '[Music]', 'start': 67.35, 'duration': 77.069}]"
knGh,r1VgcTDXmvs,"[88, 313]","[{'text': ""we'll give a little tour of a 30-foot"", 'start': 0.23, 'duration': 12.01}, {'text': ""yurt by sojourn yurts that's Plexiglas"", 'start': 2.85, 'duration': 11.789}, {'text': 'and that gap above the window above the', 'start': 12.24, 'duration': 8.9}, {'text': 'door their gutters all the way around', 'start': 14.639, 'duration': 10.89}, {'text': 'real windows and doors a second door on', 'start': 21.14, 'duration': 13.689}, {'text': 'the backside wood stove mount it to the', 'start': 25.529, 'duration': 15.21}, {'text': 'side help heat it up bit in there these', 'start': 34.829, 'duration': 8.16}, {'text': 'are each four by eight individual panels', 'start': 40.739, 'duration': 9.151}, {'text': 'wrapped in canvas they are framed with', 'start': 42.989, 'duration': 10.05}, {'text': 'two by sixes which gives good insulation', 'start': 49.89, 'duration': 6.38}, {'text': ""value then there's these corner caps"", 'start': 53.039, 'duration': 8.04}, {'text': 'that cover each seam these flaps are', 'start': 56.27, 'duration': 6.73}, {'text': 'where the bolts go through three', 'start': 61.079, 'duration': 4.951}, {'text': 'different bolts per corner cap and seal', 'start': 63.0, 'duration': 7.47}, {'text': 'the whole thing together continue around', 'start': 66.03, 'duration': 6.71}, {'text': 'the backside', 'start': 70.47, 'duration': 2.27}, {'text': 'gutters again all the way around with', 'start': 74.84, 'duration': 11.18}, {'text': 'two downspouts full windows back door', 'start': 77.659, 'duration': 8.361}, {'text': 'plenty of space around the deck to be', 'start': 90.07, 'duration': 10.41}, {'text': ""able to walk then we'll go inside and"", 'start': 93.1, 'duration': 16.16}, {'text': 'have a little tour here we are inside', 'start': 100.48, 'duration': 8.78}, {'text': 'kitchen over to this side on the left as', 'start': 110.25, 'duration': 8.38}, {'text': 'you walk in loft up there to a 950', 'start': 113.41, 'duration': 15.3}, {'text': 'square foot lock I set of stairs heading', 'start': 118.63, 'duration': 13.61}, {'text': 'up this is actually the deck', 'start': 128.71, 'duration': 5.58}, {'text': 'continuation of the deck on the floor on', 'start': 132.24, 'duration': 4.5}, {'text': 'the inside', 'start': 134.29, 'duration': 2.45}, {'text': 'what stove / corner', 'start': 139.98, 'duration': 4.229}, {'text': 'back through here is the bedroom little', 'start': 150.62, 'duration': 8.85}, {'text': 'lounge area', 'start': 156.78, 'duration': 2.69}, {'text': ""there's the back door heads out to the"", 'start': 171.28, 'duration': 5.61}, {'text': 'deck', 'start': 174.739, 'duration': 5.301}, {'text': 'nice lofted ceiling in here these', 'start': 176.89, 'duration': 6.73}, {'text': 'eight-foot walls really give a big', 'start': 180.04, 'duration': 6.25}, {'text': 'lofted feel which is a little different', 'start': 183.62, 'duration': 11.04}, {'text': 'than a conventional yurt nice floor plan', 'start': 186.29, 'duration': 11.93}, {'text': 'here you can walk all the way around', 'start': 194.66, 'duration': 7.159}, {'text': ""some things aren't quite finished yet"", 'start': 198.22, 'duration': 5.95}, {'text': ""there's a bathroom in here that's under"", 'start': 201.819, 'duration': 7.841}, {'text': 'construction a shower and sink nice', 'start': 204.17, 'duration': 13.76}, {'text': 'window again walking into the kitchen', 'start': 209.66, 'duration': 8.27}, {'text': 'ceiling fan to bring the heat down from', 'start': 218.68, 'duration': 6.94}, {'text': 'the wood stove one piece custom fit', 'start': 221.239, 'duration': 9.171}, {'text': 'canvas roof four foot opening ring', 'start': 225.62, 'duration': 9.179}, {'text': 'skylight in the middle two by six', 'start': 230.41, 'duration': 7.44}, {'text': ""rafters we're using two by eights now"", 'start': 234.799, 'duration': 6.03}, {'text': 'give a little bit more insulation value', 'start': 237.85, 'duration': 8.85}, {'text': 'if you want to insulate them there it is', 'start': 240.829, 'duration': 9.111}, {'text': '30-foot here', 'start': 246.7, 'duration': 3.24}]"
15Gh,_t7VM6KpzPA,"[10, 97]",
ByGh,mcRxxsRILhU,"[0, 1, 69, 417, 784, 1085]",
yMGh,mescHrzqGs0,"[2, 44, 46, 145]",
hHGh,MuDQ47ufk9s,"[62, 2761]",
XHGh,7dgFx6HdmQA,[108],
CrGh,RRHJwsV1JPY,"[3, 4, 13, 54, 168, 188]",
zqGh,fotnE1Z8AKQ,"[2, 7]",
bJGh,fzv4rvmtCrI,"[46, 155, 162, 264, 377]",
TUGh,xKAYIcozQmE,"[2, 7, 172, 224, 2125]",
t9Gh,xVQOZ2cdfgI,"[21, 23, 24, 73]","[{'text': 'hi everyone and welcome to the BC', 'start': 6.02, 'duration': 4.69}, {'text': 'channel brought to you by bc case calm', 'start': 8.519, 'duration': 4.891}, {'text': ""today we'll be looking at the 31 combo"", 'start': 10.71, 'duration': 8.01}, {'text': 'for the ZTE x500 score so this is how it', 'start': 13.41, 'duration': 6.75}, {'text': 'comes packaged and this is what you get', 'start': 18.72, 'duration': 6.75}, {'text': 'a very nice unique retail package now', 'start': 20.16, 'duration': 6.99}, {'text': ""let's go ahead and take a look out"", 'start': 25.47, 'duration': 9.57}, {'text': ""what's inside we're going to start off"", 'start': 27.15, 'duration': 10.499}, {'text': 'by taking a look at the poly carbonated', 'start': 35.04, 'duration': 4.92}, {'text': 'case which has a very nice unique rubber', 'start': 37.649, 'duration': 12.301}, {'text': 'finish the second part is the screen', 'start': 39.96, 'duration': 15.41}, {'text': 'guard and then lastly we do have the', 'start': 49.95, 'duration': 9.21}, {'text': 'holster the holster has a few functions', 'start': 55.37, 'duration': 5.47}, {'text': ""and the first thing that I'm going to"", 'start': 59.16, 'duration': 4.739}, {'text': 'talk about is the 360 degree revolving', 'start': 60.84, 'duration': 5.94}, {'text': 'clip which can actually just be accessed', 'start': 63.899, 'duration': 9.061}, {'text': 'by turning it goes all the way around it', 'start': 66.78, 'duration': 8.85}, {'text': 'also features a very unique kickstand', 'start': 72.96, 'duration': 4.17}, {'text': 'function which I will demonstrate a', 'start': 75.63, 'duration': 5.37}, {'text': 'little later it also is made up of two', 'start': 77.13, 'duration': 5.43}, {'text': 'different types of materials so the', 'start': 81.0, 'duration': 3.509}, {'text': 'outside here is the standard material', 'start': 82.56, 'duration': 4.26}, {'text': 'standard polycarbonate material and then', 'start': 84.509, 'duration': 4.771}, {'text': 'the inside to what we call honey', 'start': 86.82, 'duration': 6.049}, {'text': ""material and it's a little bit shinier"", 'start': 89.28, 'duration': 3.589}, {'text': ""so I'm going to go ahead and demonstrate"", 'start': 93.86, 'duration': 4.32}, {'text': 'on all of the three pieces incorporated', 'start': 95.63, 'duration': 7.11}, {'text': 'on to the phone so we want to start off', 'start': 98.18, 'duration': 7.74}, {'text': 'by first putting the case on and when we', 'start': 102.74, 'duration': 5.7}, {'text': 'do this all we want to make sure that we', 'start': 105.92, 'duration': 5.07}, {'text': 'get up that we do correctly a snap all', 'start': 108.44, 'duration': 6.66}, {'text': 'of these corners into place and make', 'start': 110.99, 'duration': 11.13}, {'text': 'sure that they clip together and then of', 'start': 115.1, 'duration': 8.61}, {'text': 'course we go in and we put it into the', 'start': 122.12, 'duration': 9.089}, {'text': 'holster and it goes right in so the', 'start': 123.71, 'duration': 9.09}, {'text': 'kickstand function that I was referring', 'start': 131.209, 'duration': 4.201}, {'text': 'to earlier can be accessed by snapping', 'start': 132.8, 'duration': 5.52}, {'text': 'this clip here just snapping it like', 'start': 135.41, 'duration': 5.61}, {'text': 'that and total eclipse and you can hear', 'start': 138.32, 'duration': 4.74}, {'text': 'it snap in there and then you can just', 'start': 141.02, 'duration': 6.24}, {'text': 'set it down and this comes in handy for', 'start': 143.06, 'duration': 6.3}, {'text': 'any of you out there who just want to', 'start': 147.26, 'duration': 5.25}, {'text': 'watch either online TV or play video', 'start': 149.36, 'duration': 5.31}, {'text': 'games or anything like that it lets you', 'start': 152.51, 'duration': 4.92}, {'text': 'kind of do the hands-free kind of thing', 'start': 154.67, 'duration': 5.43}, {'text': 'there and then in order to release it', 'start': 157.43, 'duration': 5.67}, {'text': 'what we want to do is once again clip', 'start': 160.1, 'duration': 7.919}, {'text': 'here snap it and then it goes up snaps', 'start': 163.1, 'duration': 8.85}, {'text': ""try it back into place you're all of"", 'start': 168.019, 'duration': 5.881}, {'text': 'your parts are still open and available', 'start': 171.95, 'duration': 4.2}, {'text': 'so you can still charge your phone and', 'start': 173.9, 'duration': 5.839}, {'text': 'kick any kind of pictures like that', 'start': 176.15, 'duration': 3.589}, {'text': 'and we also offer it in these other', 'start': 182.44, 'duration': 4.8}, {'text': 'colors so the only thing that changes', 'start': 185.02, 'duration': 5.4}, {'text': 'here is the color of the case so you', 'start': 187.24, 'duration': 6.12}, {'text': 'have the either the red available and', 'start': 190.42, 'duration': 5.22}, {'text': ""it's just the same function we have the"", 'start': 193.36, 'duration': 7.23}, {'text': 'gray and then all of these other colors', 'start': 195.64, 'duration': 9.93}, {'text': 'as well so there you have it the 300', 'start': 200.59, 'duration': 8.31}, {'text': 'combo for the ZTE x 500 score be sure', 'start': 205.57, 'duration': 5.94}, {'text': 'and log on to be c capcom we do have', 'start': 208.9, 'duration': 4.5}, {'text': 'this product available for other models', 'start': 211.51, 'duration': 3.78}, {'text': 'and in different colors so thank you', 'start': 213.4, 'duration': 4.37}, {'text': 'very much for watching', 'start': 215.29, 'duration': 2.48}]"
3zGh,Z18YcabDBmA,"[4, 13, 41]",
H2Gh,Z6TOFc5Tvkg,"[0, 1, 35, 85]",
MNGh,yB2Y6NB99kY,"[189, 645]",
lrGh,AV5SKzVKj5o,"[39, 181, 216, 222, 249]",
9lGh,AaXrKQDbErw,[46],
