eHf6,302mZSCTz0E,"[0, 1, 19, 183]",
Yif6,30VS1Sl-2V4,[6],
CYf6,,"[0, 1, 306]",
uyf6,n_sOeQkpnvo,"[3, 4, 6]",
omf6,sCjL2QkzDyE,"[25, 434]",
PUf6,aBMhOV85R-Y,"[0, 27]",
x8f6,r_nmy0nha-c,"[3, 6]",
Kzf6,hPmigfhenJg,"[11, 20, 22, 29, 32, 2966]",
Iwf6,wCx_p4FqDko,[14],
bOf6,w4muyNqm8wU,"[25, 337]",
LIf6,w5lAeDjAXIE,"[2, 7, 17, 413]",
oIf6,pMMVmKeREHI,"[0, 52, 70, 125]","[{'text': ""it's an all-star friday edition of the"", 'start': 0.38, 'duration': 7.209}, {'text': 'nba.com top ten we start off at the', 'start': 3.629, 'duration': 6.571}, {'text': ""mcdonald celebrity game and it's the"", 'start': 7.589, 'duration': 4.501}, {'text': 'human highlight film he used to go up', 'start': 10.2, 'duration': 4.649}, {'text': 'and get these but now Dominique Wilkins', 'start': 12.09, 'duration': 6.21}, {'text': 'is playin provider find an tio streaking', 'start': 14.849, 'duration': 5.52}, {'text': 'through the air and spike in this one', 'start': 18.3, 'duration': 5.19}, {'text': 'home on the alley-oop jam at number nine', 'start': 20.369, 'duration': 5.49}, {'text': 'we get defensive same game less than a', 'start': 23.49, 'duration': 3.869}, {'text': 'minute together taking it seriously', 'start': 25.859, 'duration': 4.531}, {'text': 'Clyde the glide drexler blocking the', 'start': 27.359, 'duration': 5.371}, {'text': 'Harlem Globetrotter handles frankly even', 'start': 30.39, 'duration': 3.84}, {'text': 'though defense is going to be played in', 'start': 32.73, 'duration': 4.29}, {'text': 'this game glide the glide at number nine', 'start': 34.23, 'duration': 4.5}, {'text': 'number eight we go to the rookie', 'start': 37.02, 'duration': 3.39}, {'text': 'sophomore game and check out with the', 'start': 38.73, 'duration': 3.78}, {'text': 'wookies are getting it up the court Rudy', 'start': 40.41, 'duration': 4.68}, {'text': 'Fernandez touch pass to Eric Gordon but', 'start': 42.51, 'duration': 4.92}, {'text': 'starting this whole play out is Michael', 'start': 45.09, 'duration': 5.07}, {'text': 'Beasley tossing it down court Gordon', 'start': 47.43, 'duration': 4.92}, {'text': 'finishes this one off nicely the rookies', 'start': 50.16, 'duration': 4.95}, {'text': 'had a nice game at number seven bullets', 'start': 52.35, 'duration': 4.83}, {'text': 'back to the rookie sophomore game Wilson', 'start': 55.11, 'duration': 3.96}, {'text': 'Chandler flying through the lane and', 'start': 57.18, 'duration': 4.83}, {'text': 'spiking this when home Chandler had six', 'start': 59.07, 'duration': 5.04}, {'text': 'points in the game the knick a nice', 'start': 62.01, 'duration': 3.81}, {'text': 'night for the sophomores and we go to', 'start': 64.11, 'duration': 4.079}, {'text': ""number six now and it's back to the"", 'start': 65.82, 'duration': 4.44}, {'text': 'rookie sophomore game Kevin Durant there', 'start': 68.189, 'duration': 5.151}, {'text': 'is no defense for this Durant just', 'start': 70.26, 'duration': 5.91}, {'text': 'exploded in this game and on this play', 'start': 73.34, 'duration': 5.74}, {'text': 'he exploded right by Eric Gordon knife', 'start': 76.17, 'duration': 4.98}, {'text': 'right down the heart of the defense and', 'start': 79.08, 'duration': 3.69}, {'text': 'jammed this one hole', 'start': 81.15, 'duration': 3.99}, {'text': 'number five a little fun number five', 'start': 82.77, 'duration': 4.169}, {'text': 'proved to be instructed what did we', 'start': 85.14, 'duration': 3.96}, {'text': 'learn we learned that John Berry has a', 'start': 86.939, 'duration': 5.161}, {'text': ""huge bo bia it's Gatorade fly in his way"", 'start': 89.1, 'duration': 4.559}, {'text': 'he thought the Gatorade was coming his', 'start': 92.1, 'duration': 3.9}, {'text': 'way it was confetti and Barry tumbles', 'start': 93.659, 'duration': 5.16}, {'text': 'over backwards Mike Green his broadcast', 'start': 96.0, 'duration': 4.95}, {'text': 'partner having a little fun at John', 'start': 98.819, 'duration': 3.87}, {'text': ""Barry's expensive John Barry you are"", 'start': 100.95, 'duration': 4.619}, {'text': 'never never going to live this play down', 'start': 102.689, 'duration': 5.61}, {'text': 'we are at number four now and number', 'start': 105.569, 'duration': 4.41}, {'text': 'four takes us back to the rookie', 'start': 108.299, 'duration': 3.121}, {'text': 'sophomore game just before half-time', 'start': 109.979, 'duration': 4.441}, {'text': 'Jeff Green also playing a little defense', 'start': 111.42, 'duration': 5.339}, {'text': 'and it pays off green with the steal', 'start': 114.42, 'duration': 5.069}, {'text': 'than the three-pointer and yes indeed he', 'start': 116.759, 'duration': 5.67}, {'text': 'called glass on the runner three of his', 'start': 119.489, 'duration': 6.0}, {'text': '13 points the Oklahoma City Star had a', 'start': 122.429, 'duration': 5.731}, {'text': 'nice night back to number three at the', 'start': 125.489, 'duration': 5.011}, {'text': 'celebrity game special k he was part of', 'start': 128.16, 'duration': 4.5}, {'text': 'the prank on Jon Barry but this is no', 'start': 130.5, 'duration': 4.86}, {'text': 'prank at all Special K has got some', 'start': 132.66, 'duration': 5.13}, {'text': 'special ops take another look coming', 'start': 135.36, 'duration': 4.32}, {'text': 'right down the court and with the', 'start': 137.79, 'duration': 4.83}, {'text': 'tomahawk throwing this one down for the', 'start': 139.68, 'duration': 5.94}, {'text': 'fans in Phoenix at number two back to', 'start': 142.62, 'duration': 4.86}, {'text': 'the celebrity game John Barry called', 'start': 145.62, 'duration': 4.35}, {'text': 'this the best play in the history of the', 'start': 147.48, 'duration': 5.94}, {'text': 'celebrity game tio up top off the fast', 'start': 149.97, 'duration': 5.97}, {'text': ""from handel's Franklin check it out one"", 'start': 153.42, 'duration': 4.86}, {'text': ""more time Owens knows what's going to"", 'start': 155.94, 'duration': 4.74}, {'text': 'happen here and handles is on the same', 'start': 158.28, 'duration': 5.67}, {'text': 'page tio with the second consecutive MVP', 'start': 160.68, 'duration': 5.73}, {'text': 'award in the celebrity game number one', 'start': 163.95, 'duration': 5.369}, {'text': 'the top play of the night Kevin Durant a', 'start': 166.41, 'duration': 5.22}, {'text': 'superstar he broke the record for', 'start': 169.319, 'duration': 4.5}, {'text': 'scoring in this game with 46 points', 'start': 171.63, 'duration': 5.91}, {'text': 'these were points number 43 and 44 the', 'start': 173.819, 'duration': 6.691}, {'text': 'reverse Jam propelled the sophomores to', 'start': 177.54, 'duration': 4.38}, {'text': 'the win again the rookie sophomore', 'start': 180.51, 'duration': 3.93}, {'text': 'challenge and Kevin Durant lands at', 'start': 181.92, 'duration': 6.8}, {'text': 'number one on the NBA com top 10', 'start': 184.44, 'duration': 4.28}]"
6Lf6,pRKZVVERNo0,"[3, 4, 6, 10]",
H5f6,-pVTUOwtpyg,"[0, 1, 893]",
Bgf6,-wFlewpoXCM,"[82, 103, 118, 537, 642]","[{'text': 'hockey is a game of seconds in creating', 'start': 3.54, 'duration': 4.9}, {'text': 'separation in the game is a lot like', 'start': 6.37, 'duration': 3.57}, {'text': 'speed skating and for me having been a', 'start': 8.44, 'duration': 3.06}, {'text': 'four-time Olympian a junior world', 'start': 9.94, 'duration': 3.9}, {'text': 'champion and a world cup medalist I was', 'start': 11.5, 'duration': 4.23}, {'text': 'always tinkering with speed skates as my', 'start': 13.84, 'duration': 3.509}, {'text': 'whole life has been about tens and', 'start': 15.73, 'duration': 3.09}, {'text': 'hundreds of a second and when you look', 'start': 17.349, 'duration': 3.061}, {'text': 'at hockey through a little bit of', 'start': 18.82, 'duration': 3.48}, {'text': 'different lens like I do having raced', 'start': 20.41, 'duration': 2.97}, {'text': 'all my life', 'start': 22.3, 'duration': 3.27}, {'text': ""now it's basically racing a lot of times"", 'start': 23.38, 'duration': 5.069}, {'text': 'in each shift so every second counts you', 'start': 25.57, 'duration': 4.89}, {'text': 'have to have the best equipment if you', 'start': 28.449, 'duration': 3.751}, {'text': 'want to optimize your potential on the', 'start': 30.46, 'duration': 3.9}, {'text': 'ice if I get beat by you because you', 'start': 32.2, 'duration': 3.72}, {'text': ""train better you're stronger than me"", 'start': 34.36, 'duration': 3.45}, {'text': ""you're faster than me no problem I shake"", 'start': 35.92, 'duration': 3.66}, {'text': 'your hand and walk away but if I get', 'start': 37.81, 'duration': 3.75}, {'text': 'beat on technology and especially by', 'start': 39.58, 'duration': 3.51}, {'text': ""something that I didn't have access to"", 'start': 41.56, 'duration': 4.26}, {'text': ""I'm not a happy guy after my skating"", 'start': 43.09, 'duration': 5.19}, {'text': 'career was over I went into professional', 'start': 45.82, 'duration': 3.87}, {'text': 'skating coaching for a couple different', 'start': 48.28, 'duration': 3.66}, {'text': 'teams Chicago Blackhawks and the Dallas', 'start': 49.69, 'duration': 3.51}, {'text': 'Stars farm Club', 'start': 51.94, 'duration': 2.88}, {'text': 'I was asking players to do certain', 'start': 53.2, 'duration': 3.54}, {'text': 'things on the ice and then I went to', 'start': 54.82, 'duration': 4.2}, {'text': ""demo the drill and I couldn't move I was"", 'start': 56.74, 'duration': 4.62}, {'text': ""restricted and I realized that I didn't"", 'start': 59.02, 'duration': 4.92}, {'text': 'have a product and perform on so I', 'start': 61.36, 'duration': 4.98}, {'text': 'actually flew up to Calgary Canada to', 'start': 63.94, 'duration': 4.08}, {'text': 'see one of the best boot manufacturer', 'start': 66.34, 'duration': 4.019}, {'text': 'Scott Van Horn and asked him to make me', 'start': 68.02, 'duration': 4.739}, {'text': 'a pair of custom skates and I really was', 'start': 70.359, 'duration': 3.961}, {'text': 'looking for skates that I thought I', 'start': 72.759, 'duration': 3.451}, {'text': 'could coach and teach these high-level', 'start': 74.32, 'duration': 4.71}, {'text': 'skaters how to perform moves and be free', 'start': 76.21, 'duration': 5.0}, {'text': 'and have natural movement on the ice', 'start': 79.03, 'duration': 4.439}, {'text': 'three days later I came out with a pair', 'start': 81.21, 'duration': 4.149}, {'text': 'of skates when I got home I had the key', 'start': 83.469, 'duration': 3.421}, {'text': 'to the National Ice Center in Milwaukee', 'start': 85.359, 'duration': 3.75}, {'text': 'Wisconsin open up the door turned on a', 'start': 86.89, 'duration': 4.079}, {'text': 'few lights good enough to see I skated', 'start': 89.109, 'duration': 3.661}, {'text': ""at one o'clock in the morning from a"", 'start': 90.969, 'duration': 3.871}, {'text': 'first step on the ice I just felt more', 'start': 92.77, 'duration': 4.29}, {'text': 'stable more natural movement I was able', 'start': 94.84, 'duration': 4.199}, {'text': 'to flow on the ice and basically throw', 'start': 97.06, 'duration': 3.659}, {'text': 'up my hands in the air and said this is', 'start': 99.039, 'duration': 4.86}, {'text': 'it the execution of skate was dialed in', 'start': 100.719, 'duration': 5.4}, {'text': 'to the tee in only three days and I', 'start': 103.899, 'duration': 3.9}, {'text': 'never went back to skating anything', 'start': 106.119, 'duration': 3.06}, {'text': 'different basically knew that we had', 'start': 107.799, 'duration': 2.7}, {'text': 'something pretty special from that', 'start': 109.179, 'duration': 3.661}, {'text': 'moment on so from that I developed a', 'start': 110.499, 'duration': 4.561}, {'text': 'hybrid hockey skate which turned into', 'start': 112.84, 'duration': 4.769}, {'text': 'mlx where we realized we had a great', 'start': 115.06, 'duration': 5.4}, {'text': 'product then we merged with Easton and', 'start': 117.609, 'duration': 5.37}, {'text': 'an incredible product now the maple', 'start': 120.46, 'duration': 3.99}, {'text': 'skate allows for freedom of movement', 'start': 122.979, 'duration': 3.271}, {'text': 'allows for you to get to the front of', 'start': 124.45, 'duration': 3.99}, {'text': 'skate where you can fly downforce and in', 'start': 126.25, 'duration': 4.37}, {'text': ""really corner very very hard it's"", 'start': 128.44, 'duration': 4.56}, {'text': 'unbelievable how fast it is on the ice', 'start': 130.62, 'duration': 4.27}, {'text': 'the stability and the fit are out of', 'start': 133.0, 'duration': 4.59}, {'text': 'this world you allow players optimize', 'start': 134.89, 'duration': 4.349}, {'text': 'their potential by having natural', 'start': 137.59, 'duration': 3.869}, {'text': 'movement and having flow and having feel', 'start': 139.239, 'duration': 4.531}, {'text': ""on the ice hockey's ready for a quantum"", 'start': 141.459, 'duration': 3.841}, {'text': 'leap in skates and once people', 'start': 143.77, 'duration': 3.48}, {'text': 'understand what a high-performance piece', 'start': 145.3, 'duration': 3.6}, {'text': 'of equipment feels like on their feet', 'start': 147.25, 'duration': 4.819}, {'text': ""they'll never go back"", 'start': 148.9, 'duration': 3.169}, {'text': 'you', 'start': 154.67, 'duration': 2.06}]"
kKf6,8T2vdKM2aU4,"[3, 4, 13, 41]",
3Nf6,,[8],
jTf6,Cwtgv4vO6bk,"[0, 1, 42, 487, 2524]",
Y6f6,ZD36eF63Uy4,[5],
Qqf6,ZSKftlSedOg,"[15, 18, 862]",
kwf6,ZS4-my_u48Y,[14],
P3f6,TINQ0HgS0RU,"[2, 544]",
CDf6,vjJzZM-5htc,"[2, 7, 573, 841, 1167]",
u4f6,vkvp37_FmNI,"[21, 23, 24, 73]",
4Hf6,vlKNULyAD3M,[14],
lOf6,uzUy4JLPrSM,"[141, 311, 360, 746, 1289]",
Wuf6,2T4OS21kCsQ,"[3, 4, 6, 13, 28, 54]",
QYf6,2UGaHw2tst8,[228],
Hvf6,2YqgpozVez8,[744],
CMf6,zfisGsXSyp0,"[15, 18, 87]",
tXf6,zgPLv1YVC_k,"[0, 1, 822, 2496]",
7gf6,zvax0aOuGtY,"[11, 126]","[{'text': ""hey roasters we're back with parts"", 'start': 7.17, 'duration': 5.219}, {'text': 'water so the last video I told you I use', 'start': 12.42, 'duration': 7.62}, {'text': 'water a clear glass celery and food', 'start': 15.9, 'duration': 6.81}, {'text': 'coloring to try and find out how do', 'start': 20.04, 'duration': 6.239}, {'text': 'plants drink water so I let this sit', 'start': 22.71, 'duration': 6.78}, {'text': 'almost all day and I came back and now', 'start': 26.279, 'duration': 6.361}, {'text': ""I'm going to see how does my celery look"", 'start': 29.49, 'duration': 9.24}, {'text': ""now well here it is it's in the water"", 'start': 32.64, 'duration': 8.04}, {'text': ""I'm taking it out the water and I don't"", 'start': 38.73, 'duration': 7.19}, {'text': ""know if you can see it but it's very red"", 'start': 40.68, 'duration': 7.229}, {'text': 'all in here', 'start': 45.92, 'duration': 6.489}, {'text': 'and so now this time I have a knife if', 'start': 47.909, 'duration': 6.481}, {'text': 'you use this at home ask your mom or dad', 'start': 52.409, 'duration': 4.11}, {'text': ""if you're too young to cut don't just"", 'start': 54.39, 'duration': 4.05}, {'text': 'start grabbing knives out the cabinet or', 'start': 56.519, 'duration': 4.71}, {'text': ""out the drawers so I'm going to cut the"", 'start': 58.44, 'duration': 8.78}, {'text': 'bottom of my celery can you see right', 'start': 61.229, 'duration': 11.521}, {'text': 'here you see these holes this is where', 'start': 67.22, 'duration': 8.32}, {'text': 'how the water travels all the way', 'start': 72.75, 'duration': 7.979}, {'text': 'through into the veins of the leaves so', 'start': 75.54, 'duration': 7.8}, {'text': 'first I put the water in here and now', 'start': 80.729, 'duration': 6.99}, {'text': 'the celery drank all of the water this', 'start': 83.34, 'duration': 6.029}, {'text': 'is how plants drink', 'start': 87.719, 'duration': 4.171}, {'text': 'they use their roots and the water goes', 'start': 89.369, 'duration': 5.96}, {'text': 'into the roots and then it travels up', 'start': 91.89, 'duration': 6.96}, {'text': ""towards the stem and here's the stem and"", 'start': 95.329, 'duration': 6.79}, {'text': 'it goes into the leaves I hope you can', 'start': 98.85, 'duration': 5.61}, {'text': 'see this but my leaves are all red on', 'start': 102.119, 'duration': 5.57}, {'text': ""the edges that's because there are veins"", 'start': 104.46, 'duration': 6.88}, {'text': 'here if you can look see', 'start': 107.689, 'duration': 9.261}, {'text': 'here these banks have helped carry water', 'start': 111.34, 'duration': 8.79}, {'text': 'and food towards the plant so it can', 'start': 116.95, 'duration': 6.9}, {'text': ""help it grow I don't know if you can see"", 'start': 120.13, 'duration': 7.65}, {'text': ""but it's red right there let's see see"", 'start': 123.85, 'duration': 8.629}, {'text': 'it see this one', 'start': 127.78, 'duration': 4.699}, {'text': ""so that's how plants drink water they"", 'start': 135.69, 'duration': 5.7}, {'text': 'the watt they take it through the roots', 'start': 139.38, 'duration': 4.77}, {'text': 'the root carries it through the stem and', 'start': 141.39, 'duration': 6.42}, {'text': 'it takes it to the leaves and inside the', 'start': 144.15, 'duration': 6.03}, {'text': 'leaves there are these tiny veins and we', 'start': 147.81, 'duration': 4.74}, {'text': 'have veins too that carry our blood and', 'start': 150.18, 'duration': 4.56}, {'text': 'has blood in it but here they use water', 'start': 152.55, 'duration': 5.85}, {'text': 'to carry um to the different leaves', 'start': 154.74, 'duration': 6.09}, {'text': 'so the roadsters I hope you try it at', 'start': 158.4, 'duration': 5.52}, {'text': 'home is a very simple science experiment', 'start': 160.83, 'duration': 6.86}, {'text': ""sign it's investigation until next time"", 'start': 163.92, 'duration': 6.83}, {'text': 'take care', 'start': 167.69, 'duration': 3.06}]"
m3f6,EENQcJD76iQ,[141],
6Xf6,EQ7BVM-BCIo,"[0, 1, 153, 219]",
Sbf6,6tVywb8aN3o,"[15, 18, 59, 178]",
wtf6,6waTEqIawZA,[14],
NLf6,70eQZCdcPFY,"[3, 4, 6, 9]",
kpf6,KOSYx1BLfwU,"[50, 65]",
fgf6,z7sTQMnlEbI,"[0, 215, 217, 643]",
Oaf6,zCen_sEFJzs,"[3, 4, 13, 28, 33, 38, 78, 86, 257]",
Rhf6,IKbrTxy1kOI,[13],
Kbf6,J1FKVW3QHZY,"[25, 225]",
Shf6,HRXyUjbg4w8,"[2, 17, 128, 2036]",
yFf6,HWcDFTOC-RY,"[0, 1, 36, 142, 180]","[{'text': ""what's up guys x Dave and I was some"", 'start': 0.0, 'duration': 4.92}, {'text': 'modern warfare free multiplayer', 'start': 3.449, 'duration': 4.591}, {'text': ""screenshots for you here I'm not sure if"", 'start': 4.92, 'duration': 5.099}, {'text': 'they will leak door if Infinity Ward', 'start': 8.04, 'duration': 4.019}, {'text': 'have intentionally released them but uh', 'start': 10.019, 'duration': 3.721}, {'text': ""yeah I'm just sort of looking through"", 'start': 12.059, 'duration': 3.33}, {'text': 'these for the second or third time and', 'start': 13.74, 'duration': 4.14}, {'text': 'if I just go over them with you um so', 'start': 15.389, 'duration': 5.431}, {'text': ""yeah let's begin this is the very first"", 'start': 17.88, 'duration': 5.67}, {'text': 'one they gave out it is the it looks', 'start': 20.82, 'duration': 5.549}, {'text': 'like the PSG from black ops as far as I', 'start': 23.55, 'duration': 4.799}, {'text': ""can tell that's what it is anyway Alyssa"", 'start': 26.369, 'duration': 4.621}, {'text': ""it's got silencer on it a green green"", 'start': 28.349, 'duration': 5.941}, {'text': ""scope maybe that's some sort of so maybe"", 'start': 30.99, 'duration': 6.089}, {'text': 'some sort of infrared style thing info', 'start': 34.29, 'duration': 6.9}, {'text': 'green but yeah that PSG as far as I can', 'start': 37.079, 'duration': 9.121}, {'text': ""see this is a map if you didn't realize"", 'start': 41.19, 'duration': 11.34}, {'text': ""it looks it's got sort of a height to it"", 'start': 46.2, 'duration': 8.129}, {'text': 'unlike the black ops maps which was sort', 'start': 52.53, 'duration': 4.32}, {'text': 'of one-dimensional and flat this is', 'start': 54.329, 'duration': 4.081}, {'text': ""another angle of it I believe it's"", 'start': 56.85, 'duration': 5.13}, {'text': 'called carbon hell is quite quite nice', 'start': 58.41, 'duration': 7.59}, {'text': ""it's quite quite open map but it looks"", 'start': 61.98, 'duration': 5.1}, {'text': ""quite different to what we've seen"", 'start': 66.0, 'duration': 3.63}, {'text': ""before in the maps here's some class"", 'start': 67.08, 'duration': 4.02}, {'text': ""pictures I don't think anyone really"", 'start': 69.63, 'duration': 3.47}, {'text': 'cares about these but I put in any way', 'start': 71.1, 'duration': 6.12}, {'text': 'just the various like a salt SMG and all', 'start': 73.1, 'duration': 7.839}, {'text': ""that different classes here we have it's"", 'start': 77.22, 'duration': 5.939}, {'text': ""another map this one didn't come with a"", 'start': 80.939, 'duration': 5.101}, {'text': 'name the first sort of five pictures', 'start': 83.159, 'duration': 5.401}, {'text': ""which show a it's the inside of a"", 'start': 86.04, 'duration': 5.1}, {'text': ""helicopter and they didn't look to be"", 'start': 88.56, 'duration': 4.62}, {'text': 'any way to get inside this helicopter so', 'start': 91.14, 'duration': 4.019}, {'text': ""i don't know if that's just for show but"", 'start': 93.18, 'duration': 5.31}, {'text': 'I down below it you sort of have a sort', 'start': 95.159, 'duration': 5.521}, {'text': 'of street with some shops all around', 'start': 98.49, 'duration': 5.46}, {'text': ""there's an armed vehicle there may be a"", 'start': 100.68, 'duration': 6.899}, {'text': 'camper can get inside there but yes', 'start': 103.95, 'duration': 5.55}, {'text': 'another map i guess and here is the', 'start': 107.579, 'duration': 4.261}, {'text': 'first gun we have it is the scorpion the', 'start': 109.5, 'duration': 4.71}, {'text': 'pride and joy of all call the duties for', 'start': 111.84, 'duration': 5.76}, {'text': 'some reason coming back here we have the', 'start': 114.21, 'duration': 5.58}, {'text': 'new mp5 which looks a lot different to', 'start': 117.6, 'duration': 4.35}, {'text': 'the old mp5 it looks more more of an', 'start': 119.79, 'duration': 4.69}, {'text': 'assault rifle now', 'start': 121.95, 'duration': 4.45}, {'text': 'and here we have the different views', 'start': 124.48, 'duration': 4.41}, {'text': ""there's the on the left the two previous"", 'start': 126.4, 'duration': 5.7}, {'text': 'mp5s and then the aim down sight view', 'start': 128.89, 'duration': 6.15}, {'text': 'this I believe is the scar you can see', 'start': 132.1, 'duration': 5.22}, {'text': 'sort of Scarborough and the top left and', 'start': 135.04, 'duration': 4.41}, {'text': ""there again in that picture and there's"", 'start': 137.32, 'duration': 5.19}, {'text': 'the aim down sight this looks quite', 'start': 139.45, 'duration': 5.94}, {'text': 'beastly the mp4 12 Russian pistol', 'start': 142.51, 'duration': 4.89}, {'text': 'reminds me of the desert eagle mixed in', 'start': 145.39, 'duration': 5.52}, {'text': ""with the Magnum actually I'm sure get"", 'start': 147.4, 'duration': 5.07}, {'text': 'you sell that this this looks like the', 'start': 150.91, 'duration': 4.14}, {'text': 'm21 not exactly one of my favorites but', 'start': 152.47, 'duration': 6.35}, {'text': 'seems to be returning another', 'start': 155.05, 'duration': 6.21}, {'text': 'semi-automatic sniper rifle and then we', 'start': 158.82, 'duration': 4.36}, {'text': 'have another semi-automatic sniper rifle', 'start': 161.26, 'duration': 6.74}, {'text': 'the RSASS a bit of a mouth for the RSS', 'start': 163.18, 'duration': 7.95}, {'text': ""so that's free semi-autos assuming that"", 'start': 168.0, 'duration': 6.07}, {'text': ""PSG and m21 are correct and there's the"", 'start': 171.13, 'duration': 4.44}, {'text': 'real-life look of it down the bottom', 'start': 174.07, 'duration': 3.39}, {'text': 'looks like Anna Sewell rival and here is', 'start': 175.57, 'duration': 6.15}, {'text': 'the model 1887 looks quite suave in this', 'start': 177.46, 'duration': 6.33}, {'text': ""games got a new Ironside it's black"", 'start': 181.72, 'duration': 4.2}, {'text': 'looks a lot different to the previous', 'start': 183.79, 'duration': 5.04}, {'text': 'one as you can see there this I believe', 'start': 185.92, 'duration': 5.43}, {'text': ""is the ACR i'm not sure but more"", 'start': 188.83, 'duration': 4.62}, {'text': ""interestingly it looks like it's gold to"", 'start': 191.35, 'duration': 3.96}, {'text': ""me it looks like it's gold anyway so"", 'start': 193.45, 'duration': 4.59}, {'text': ""perhaps that's gold camo back again it's"", 'start': 195.31, 'duration': 7.1}, {'text': 'quite nice this is the p99 I think', 'start': 198.04, 'duration': 7.44}, {'text': ""titanium coated pistol I think it's a"", 'start': 202.41, 'duration': 5.079}, {'text': ""machine pistol so perhaps they're coming"", 'start': 205.48, 'duration': 5.37}, {'text': ""back here's the ak-47 which doesn't look"", 'start': 207.489, 'duration': 5.401}, {'text': ""as good in this game but it's still a"", 'start': 210.85, 'duration': 4.41}, {'text': ""nice gun and I'll look forward to using"", 'start': 212.89, 'duration': 6.21}, {'text': 'that one this I believe is to 50 caliber', 'start': 215.26, 'duration': 7.199}, {'text': ""Barrett so that's four that's four"", 'start': 219.1, 'duration': 4.77}, {'text': ""sniper I've was there all semi-automatic"", 'start': 222.459, 'duration': 4.231}, {'text': 'which is strange so hopefully small that', 'start': 223.87, 'duration': 5.73}, {'text': 'bolt action we have the striker from', 'start': 226.69, 'duration': 5.91}, {'text': 'modern warfare 2 South African version', 'start': 229.6, 'duration': 5.67}, {'text': 'it has an attachment at the top the', 'start': 232.6, 'duration': 6.09}, {'text': ""holographic sight this oh look it's a"", 'start': 235.27, 'duration': 6.27}, {'text': 'noob tube infinite awards pride enjoy', 'start': 238.69, 'duration': 5.519}, {'text': ""the new tubes I don't even want to talk"", 'start': 241.54, 'duration': 5.58}, {'text': 'about that and and here we have the', 'start': 244.209, 'duration': 4.801}, {'text': 'their other pride enjoy the aa-12', 'start': 247.12, 'duration': 3.78}, {'text': ""shotgun returns but hopefully it's a"", 'start': 249.01, 'duration': 4.91}, {'text': 'primary this time and mass secondary', 'start': 250.9, 'duration': 5.88}, {'text': ""I've no idea this is looks like a"", 'start': 253.92, 'duration': 3.939}, {'text': 'shotgun', 'start': 256.78, 'duration': 3.659}, {'text': 'shotgun was quite nice actually does', 'start': 257.859, 'duration': 5.46}, {'text': 'look a bit like the thumper here we have', 'start': 260.439, 'duration': 6.051}, {'text': 'the m4 with two attachments a', 'start': 263.319, 'duration': 6.44}, {'text': 'holographic sight and an acog i believe', 'start': 266.49, 'duration': 7.269}, {'text': 'the g36 is returning from call of duty 4', 'start': 269.759, 'duration': 6.761}, {'text': ""I liked that gun a lot so I'm glad to"", 'start': 273.759, 'duration': 6.331}, {'text': 'sit again this is a foldable machine', 'start': 276.52, 'duration': 6.78}, {'text': 'pistol the magpul or something might', 'start': 280.09, 'duration': 5.16}, {'text': 'look quite cool animation when you spawn', 'start': 283.3, 'duration': 4.79}, {'text': 'with it and it unfolds this is a map I', 'start': 285.25, 'duration': 5.46}, {'text': 'guess attack on New York City maybe', 'start': 288.09, 'duration': 5.47}, {'text': ""that's a map but yeah that was quite"", 'start': 290.71, 'duration': 5.25}, {'text': ""rushed if you didn't happen to see"", 'start': 293.56, 'duration': 4.379}, {'text': 'anything go back and just pause as you', 'start': 295.96, 'duration': 4.949}, {'text': 'go through but yeah this is what has', 'start': 297.939, 'duration': 5.16}, {'text': 'come out today I advise washing this in', 'start': 300.909, 'duration': 4.831}, {'text': ""180 p or 720 or whatever it's in full"", 'start': 303.099, 'duration': 4.35}, {'text': ""screen shouldn't take long to the load I"", 'start': 305.74, 'duration': 3.449}, {'text': 'should probably talk to that at the', 'start': 307.449, 'duration': 4.381}, {'text': 'start but whatever but yeah this is', 'start': 309.189, 'duration': 5.16}, {'text': ""what's come out today hopefully it's"", 'start': 311.83, 'duration': 5.429}, {'text': 'been revealed by mon amour by activision', 'start': 314.349, 'duration': 4.861}, {'text': ""or infinity ward's so they don't attack"", 'start': 317.259, 'duration': 3.77}, {'text': ""everyone's account uploads it but uh"", 'start': 319.21, 'duration': 4.56}, {'text': 'yeah first like a modern warfare free', 'start': 321.029, 'duration': 6.13}, {'text': ""doesn't look so bad but um yeah if you"", 'start': 323.77, 'duration': 4.47}, {'text': 'have any thoughts on that tell me what', 'start': 327.159, 'duration': 2.461}, {'text': ""you think in the comments and I'll see"", 'start': 328.24, 'duration': 3.889}, {'text': 'you next time', 'start': 329.62, 'duration': 2.509}]"
SEf6,bnDvKg7Htuk,[225],
BZf6,qk2ltkxnRNk,"[2, 7, 1298, 1622]",
2nf6,qrpP__XePmg,"[0, 1, 153, 1232]",
