LWOX,GX56jMII2FU,"[2, 30, 64, 149]",
G4Ud,kJlpIA7mwR0,"[11, 20, 22, 211, 321, 341, 462, 1928]","[{'text': ""hi I'm Rob kingsbury with kingsbury"", 'start': 2.87, 'duration': 3.55}, {'text': ""chocolates today we're making a"", 'start': 5.19, 'duration': 3.659}, {'text': ""chocolate pie we've just finished the"", 'start': 6.42, 'duration': 4.11}, {'text': ""pie shell the pie filling and now I'm"", 'start': 8.849, 'duration': 2.79}, {'text': 'going to make some homemade whipped', 'start': 10.53, 'duration': 3.6}, {'text': ""cream first of all we're going to use"", 'start': 11.639, 'duration': 5.431}, {'text': 'two cups of heavy cream and pour it', 'start': 14.13, 'duration': 4.62}, {'text': 'right into your mixer I have a whisk', 'start': 17.07, 'duration': 5.91}, {'text': ""attachment on I'm going to add in two"", 'start': 18.75, 'duration': 8.789}, {'text': 'tablespoons of granulated sugar you can', 'start': 22.98, 'duration': 6.119}, {'text': 'add more if you like it sweeter but this', 'start': 27.539, 'duration': 3.301}, {'text': ""pie is really really rich so it's nice"", 'start': 29.099, 'duration': 3.031}, {'text': ""to have something that isn't extremely"", 'start': 30.84, 'duration': 4.17}, {'text': ""sweet to pair with it and then I'm going"", 'start': 32.13, 'duration': 6.03}, {'text': 'to go ahead and add a teaspoon of', 'start': 35.01, 'duration': 6.299}, {'text': ""vanilla I don't like to measure the"", 'start': 38.16, 'duration': 4.94}, {'text': 'vanilla cos a little bit more i think is', 'start': 41.309, 'duration': 4.5}, {'text': ""just fine so anyways i'm going to go"", 'start': 43.1, 'duration': 8.08}, {'text': ""ahead and turn this on and let's been"", 'start': 45.809, 'duration': 8.281}, {'text': 'around for about four or five minutes', 'start': 51.18, 'duration': 7.32}, {'text': 'until it has really nice stiff peaks all', 'start': 54.09, 'duration': 8.25}, {'text': 'right whipped cream has been being beat', 'start': 58.5, 'duration': 6.51}, {'text': 'up for about two minutes now and you can', 'start': 62.34, 'duration': 4.23}, {'text': ""see that it's really coming into some"", 'start': 65.01, 'duration': 4.1}, {'text': 'nice nice', 'start': 66.57, 'duration': 4.34}, {'text': 'I will probably take about another', 'start': 69.11, 'duration': 6.09}, {'text': ""minute to have stiff peaks and that'll"", 'start': 70.91, 'duration': 7.76}, {'text': 'be done there we go coming into play I', 'start': 75.2, 'duration': 5.28}, {'text': 'think that looks good right there', 'start': 78.67, 'duration': 5.2}, {'text': 'alright so the whipped cream is ready', 'start': 80.48, 'duration': 8.34}, {'text': ""it's a nice and firm stiff peaks so we"", 'start': 83.87, 'duration': 11.16}, {'text': 'are done take this out see how nice and', 'start': 88.82, 'duration': 9.39}, {'text': ""stiff that is nice and firm and we're"", 'start': 95.03, 'duration': 5.01}, {'text': 'going to just put this in the fridge', 'start': 98.21, 'duration': 4.44}, {'text': ""until we're ready to use it this is what"", 'start': 100.04, 'duration': 5.43}, {'text': ""it's going to look like and next we're"", 'start': 102.65, 'duration': 6.06}, {'text': 'going to put our pie together and ready', 'start': 105.47, 'duration': 5.22}, {'text': 'to serve so everybody can enjoy it to', 'start': 108.71, 'duration': 3.78}, {'text': 'watch the other segments in this video', 'start': 110.69, 'duration': 4.92}, {'text': 'series or for how-to videos on almost', 'start': 112.49, 'duration': 8.239}, {'text': 'any other topic visit monkey-see calm', 'start': 115.61, 'duration': 5.119}]"
WvUd,WDRcTeWRhP8,"[0, 12]",
ADUd,BNn_3jx4i-8,[385],"[{'text': 'we have the new active comfort seat', 'start': 8.26, 'duration': 5.92}, {'text': 'system for both Old Town and neki this', 'start': 10.82, 'duration': 6.779}, {'text': 'new seat system incorporates the same', 'start': 14.18, 'duration': 5.34}, {'text': 'technology you have in your tennis shoes', 'start': 17.599, 'duration': 4.171}, {'text': 'to laminate together three layers of', 'start': 19.52, 'duration': 5.25}, {'text': 'foam for the seat pan CPN is comprised', 'start': 21.77, 'duration': 6.48}, {'text': 'of a cross-linked polyethylene foam', 'start': 24.77, 'duration': 5.849}, {'text': 'structure which supports your thighs and', 'start': 28.25, 'duration': 5.48}, {'text': 'your in your in your buttocks you have a', 'start': 30.619, 'duration': 5.881}, {'text': 'soft EBA foam compression molded', 'start': 33.73, 'duration': 5.02}, {'text': 'material that goes in the center of the', 'start': 36.5, 'duration': 4.44}, {'text': 'pad and on top of that laminate', 'start': 38.75, 'duration': 4.76}, {'text': 'laminated on top of that is a soft', 'start': 40.94, 'duration': 5.489}, {'text': 'compression molded fabric covered seat', 'start': 43.51, 'duration': 6.22}, {'text': 'pad with fingers for moving with your', 'start': 46.429, 'duration': 3.66}, {'text': 'body', 'start': 49.73, 'duration': 2.43}, {'text': ""there's also channels for directing"", 'start': 50.089, 'duration': 4.921}, {'text': 'water to the center to drain water for', 'start': 52.16, 'duration': 4.649}, {'text': 'the vitamin c through progressive series', 'start': 55.01, 'duration': 5.099}, {'text': 'of holes also the channels in the pad', 'start': 56.809, 'duration': 5.21}, {'text': 'give you the give it the ability to', 'start': 60.109, 'duration': 4.711}, {'text': 'ventilate and pull moisture away from', 'start': 62.019, 'duration': 3.311}, {'text': 'your body', 'start': 64.82, 'duration': 3.51}, {'text': 'while paddling these are all glued', 'start': 65.33, 'duration': 5.79}, {'text': 'together into one comprehensive', 'start': 68.33, 'duration': 4.89}, {'text': 'component just like the soles of your', 'start': 71.12, 'duration': 3.6}, {'text': 'shoes the backrest', 'start': 73.22, 'duration': 4.41}, {'text': 'utilizes the same technology with a', 'start': 74.72, 'duration': 4.74}, {'text': 'cross-linked polyethylene support', 'start': 77.63, 'duration': 3.93}, {'text': 'structure and a compression molded EBA', 'start': 79.46, 'duration': 5.67}, {'text': 'foam fabric covered spinal support fit', 'start': 81.56, 'duration': 5.849}, {'text': 'the acs seat system also has a five', 'start': 85.13, 'duration': 5.849}, {'text': 'position backrest height adjustment', 'start': 87.409, 'duration': 5.85}, {'text': 'which allows you to adjust the seat back', 'start': 90.979, 'duration': 4.92}, {'text': 'to a comfortable height for you in', 'start': 93.259, 'duration': 5.371}, {'text': 'addition to the straps which allow you', 'start': 95.899, 'duration': 7.051}, {'text': 'to adjust the lumbar support for a nap', 'start': 98.63, 'duration': 7.529}, {'text': 'we also have the backrest which has a', 'start': 102.95, 'duration': 5.489}, {'text': 'dual pivot Lee dual pivoting backrest', 'start': 106.159, 'duration': 5.25}, {'text': 'which allows the seat to pivot with your', 'start': 108.439, 'duration': 5.341}, {'text': 'body as you adjust the lumbar supports', 'start': 111.409, 'duration': 4.89}, {'text': 'via these straps and the orange loop', 'start': 113.78, 'duration': 5.81}, {'text': 'holes on the end we also have a small', 'start': 116.299, 'duration': 5.64}, {'text': 'cord release which allows you to release', 'start': 119.59, 'duration': 5.019}, {'text': 'the strap easily and to loosen seat back', 'start': 121.939, 'duration': 6.721}, {'text': 'to free up attention on the tension lock', 'start': 124.609, 'duration': 7.351}, {'text': 'we also have thigh adjust system which', 'start': 128.66, 'duration': 7.26}, {'text': 'is basically via these two loops on both', 'start': 131.96, 'duration': 5.76}, {'text': 'the left and the right side of your of', 'start': 135.92, 'duration': 3.75}, {'text': 'your legs which allows the Sipan to are', 'start': 137.72, 'duration': 3.57}, {'text': 'tick you laid up supporting your thighs', 'start': 139.67, 'duration': 3.84}, {'text': 'and giving you a comfortable position up', 'start': 141.29, 'duration': 5.49}, {'text': 'against your thigh pads around the', 'start': 143.51, 'duration': 7.29}, {'text': 'cockpit we also have it added two', 'start': 146.78, 'duration': 6.83}, {'text': 'additional l-shaped supports to the', 'start': 150.8, 'duration': 5.61}, {'text': 'bracket system to keep the seat the seat', 'start': 153.61, 'duration': 4.81}, {'text': ""locked in firmly so that you're really"", 'start': 156.41, 'duration': 4.95}, {'text': ""part of them the kayak and it's not"", 'start': 158.42, 'duration': 5.149}, {'text': 'loose', 'start': 161.36, 'duration': 2.209}]"
c8Ud,BPUgwRyX_6M,[192],"[{'text': ""hey YouTube it's got a five back with"", 'start': 1.159, 'duration': 8.471}, {'text': ""another unboxing this time it's for NHL"", 'start': 3.84, 'duration': 9.36}, {'text': '11 on the Xbox 360 I was originally', 'start': 9.63, 'duration': 4.889}, {'text': 'going to get this when it come out', 'start': 13.2, 'duration': 5.37}, {'text': 'unfortunately due to other games coming', 'start': 14.519, 'duration': 9.0}, {'text': ""out I didn't get it so if what you tell"", 'start': 18.57, 'duration': 8.25}, {'text': 'a new year and strangely enough mi see I', 'start': 23.519, 'duration': 5.131}, {'text': ""couldn't get it anyway so I had to order"", 'start': 26.82, 'duration': 5.88}, {'text': ""it off Amazon so but anyway it's here"", 'start': 28.65, 'duration': 7.409}, {'text': 'today as you can see clever star there', 'start': 32.7, 'duration': 5.699}, {'text': 'is another player from the Chicago', 'start': 36.059, 'duration': 6.451}, {'text': 'Blackhawks like Armour NHL 10 only this', 'start': 38.399, 'duration': 8.941}, {'text': ""time it isn't it isn't Patrick Kane it"", 'start': 42.51, 'duration': 8.67}, {'text': ""sir it's Jonathan Toews at least I think"", 'start': 47.34, 'duration': 5.3}, {'text': ""that's how you pronounce his last name"", 'start': 51.18, 'duration': 6.539}, {'text': ""but um yeah so let's get to the unboxing"", 'start': 52.64, 'duration': 18.43}, {'text': 'shall we really pleased that they put up', 'start': 57.719, 'duration': 15.621}, {'text': 'my team in this year as well because I', 'start': 71.07, 'duration': 4.74}, {'text': 'know how good it is on them', 'start': 73.34, 'duration': 22.3}, {'text': ""I'm FIFA so just plastic off all right"", 'start': 75.81, 'duration': 23.449}, {'text': 'there goes a plastic security seal off I', 'start': 95.64, 'duration': 5.79}, {'text': ""love where they've stuck you guys have"", 'start': 99.259, 'duration': 4.571}, {'text': 'stickers right on top of it', 'start': 101.43, 'duration': 4.47}, {'text': ""when I still get security so let's hope"", 'start': 103.83, 'duration': 29.6}, {'text': 'for the other nastika good old ax', 'start': 105.9, 'duration': 27.53}, {'text': 'now thanks to stupid Microsoft of never', 'start': 155.319, 'duration': 6.64}, {'text': 'fucking mark on the sticker um well try', 'start': 158.48, 'duration': 9.66}, {'text': 'pulling it off but anyway last year mr.', 'start': 161.959, 'duration': 10.801}, {'text': 'front there sorry Today Show 11 master', 'start': 168.14, 'duration': 7.5}, {'text': 'back any moment could be a wild woman no', 'start': 172.76, 'duration': 5.089}, {'text': 'no you can actually snap sticks now so', 'start': 175.64, 'duration': 5.31}, {'text': ""that's gonna be pretty cool so and you"", 'start': 177.849, 'duration': 5.021}, {'text': 'know obviously use your hands and not to', 'start': 180.95, 'duration': 6.84}, {'text': ""get the puck in the girl but yeah that's"", 'start': 182.87, 'duration': 5.97}, {'text': 'the main feature', 'start': 187.79, 'duration': 11.58}, {'text': ""oh my team hockey on the team there's"", 'start': 188.84, 'duration': 23.97}, {'text': ""the disc there's Daniel yeah yeah a pass"", 'start': 199.37, 'duration': 16.649}, {'text': 'on the back just stand the', 'start': 212.81, 'duration': 9.03}, {'text': ""black-and-white there and yeah that's"", 'start': 216.019, 'duration': 8.791}, {'text': 'pretty much it guys rate comment and', 'start': 221.84, 'duration': 5.609}, {'text': 'subscribe and I will catch you soon guys', 'start': 224.81, 'duration': 5.84}, {'text': 'Cheers bye', 'start': 227.449, 'duration': 3.201}]"
OMUd,uAvd9f4hTXs,[225],
EiUd,uAk7KFQdlbY,"[15, 18, 96]",
rVUd,gwyiJBL6nMs,"[0, 1562]",
tEUd,h2yu2tZudL8,"[0, 1, 62, 479]",
oQUd,iQbg_w6Hu1w,"[88, 184, 307, 313, 497, 1815]",
BYUd,iZQcA9INLRA,"[15, 18, 59, 126, 178]","[{'text': 'hey everyone this is Ross and in a few', 'start': 0.26, 'duration': 5.65}, {'text': 'my videos some people have been seeing', 'start': 3.6, 'duration': 4.709}, {'text': ""that this tent needs more plants I've"", 'start': 5.91, 'duration': 4.229}, {'text': 'listened to those comments and the went', 'start': 8.309, 'duration': 3.691}, {'text': ""on eBay the other day now I've got some"", 'start': 10.139, 'duration': 5.401}, {'text': 'dwarf hair grafts dwarf hair grass is', 'start': 12.0, 'duration': 4.98}, {'text': ""one of those plants I've wanted for"", 'start': 15.54, 'duration': 3.659}, {'text': ""quite a while but I've never really got"", 'start': 16.98, 'duration': 3.84}, {'text': ""around to buying just cuz it's pretty"", 'start': 19.199, 'duration': 4.441}, {'text': 'expensive in the shops so I just taped', 'start': 20.82, 'duration': 5.039}, {'text': 'it in on eBay and there it was it was', 'start': 23.64, 'duration': 4.649}, {'text': 'pretty cheap it was eight pound and', 'start': 25.859, 'duration': 7.551}, {'text': ""that's about 12 to 15 US dollars I think"", 'start': 28.289, 'duration': 9.301}, {'text': 'so in this tank this area right in the', 'start': 33.41, 'duration': 6.25}, {'text': ""middle looks quite empty so I'm going to"", 'start': 37.59, 'duration': 4.23}, {'text': 'be planting it just around here because', 'start': 39.66, 'duration': 3.84}, {'text': 'the high growth philias can even ask', 'start': 41.82, 'duration': 3.84}, {'text': ""where so that doesn't look very nice so"", 'start': 43.5, 'duration': 4.11}, {'text': ""I'm going to kind of smooth it out there"", 'start': 45.66, 'duration': 3.629}, {'text': 'just by putting some dwarf hair grafts', 'start': 47.61, 'duration': 4.679}, {'text': ""there and if I've got enough I'll expand"", 'start': 49.289, 'duration': 6.211}, {'text': 'it around here by the crypts so yeah', 'start': 52.289, 'duration': 4.921}, {'text': ""today I'll just be showing you me"", 'start': 55.5, 'duration': 3.51}, {'text': 'preparing the dwarf hair grafts and', 'start': 57.21, 'duration': 5.34}, {'text': 'planting it alright so this is how it', 'start': 59.01, 'duration': 5.96}, {'text': 'came just came in a little ziplock bag', 'start': 62.55, 'duration': 5.609}, {'text': ""there's the dwarf hair grafts and it's"", 'start': 64.97, 'duration': 5.29}, {'text': 'got some pink cotton ball in just to', 'start': 68.159, 'duration': 5.311}, {'text': ""keep it wet so I'll go inside yeah and"", 'start': 70.26, 'duration': 6.899}, {'text': ""let's see how much I've got been quite"", 'start': 73.47, 'duration': 7.759}, {'text': ""packed quite well it's all wet and damp"", 'start': 77.159, 'duration': 7.35}, {'text': ""you know carefully and it's also wrapped"", 'start': 81.229, 'duration': 5.411}, {'text': ""in a paper towel so that's keeping it"", 'start': 84.509, 'duration': 5.191}, {'text': 'nice and damp and peel about the paper', 'start': 86.64, 'duration': 8.729}, {'text': 'towel and it seems pretty healthy so', 'start': 89.7, 'duration': 7.2}, {'text': ""they've given us two Malatya cuz I"", 'start': 95.369, 'duration': 5.07}, {'text': ""ordered two for pound each so it isn't"", 'start': 96.9, 'duration': 4.23}, {'text': 'that bad really', 'start': 100.439, 'duration': 5.551}, {'text': ""I don't want to damage the plants by"", 'start': 101.13, 'duration': 7.08}, {'text': ""trendle them deal quickly so I'll stop"", 'start': 105.99, 'duration': 3.72}, {'text': ""the video here and I'll show you once"", 'start': 108.21, 'duration': 2.49}, {'text': ""I've got them all out"", 'start': 109.71, 'duration': 3.42}, {'text': ""okay so I've removed it from the paper"", 'start': 110.7, 'duration': 5.37}, {'text': ""towels and it turns out I've got 25"", 'start': 113.13, 'duration': 6.169}, {'text': 'little bunches of dwarf hair grafts and', 'start': 116.07, 'duration': 5.85}, {'text': 'these are just the right size for', 'start': 119.299, 'duration': 5.831}, {'text': ""planting usually in shops you'll find"", 'start': 121.92, 'duration': 5.549}, {'text': 'them in tubs and you have to rip off a', 'start': 125.13, 'duration': 4.23}, {'text': 'mineral wool and separate them all out', 'start': 127.469, 'duration': 4.201}, {'text': 'but these are already separated in the', 'start': 129.36, 'duration': 2.63}, {'text': 'nice', 'start': 131.67, 'duration': 2.72}, {'text': 'little plantain portions because the', 'start': 131.99, 'duration': 4.86}, {'text': 'idea is that your plant them every few', 'start': 134.39, 'duration': 4.98}, {'text': 'centimeters and all the time will grow', 'start': 136.85, 'duration': 5.37}, {'text': ""together to make a carpet so that's one"", 'start': 139.37, 'duration': 6.96}, {'text': ""who open far to happen but there's"", 'start': 142.22, 'duration': 5.79}, {'text': 'actually two versions of this plant', 'start': 146.33, 'duration': 4.08}, {'text': ""there's regular dwarf hair grass which"", 'start': 148.01, 'duration': 8.39}, {'text': ""can grow about that size and there's"", 'start': 150.41, 'duration': 8.16}, {'text': 'small dwarf hair grass', 'start': 156.4, 'duration': 4.48}, {'text': 'apparently to make the small variety you', 'start': 158.57, 'duration': 5.76}, {'text': 'just take one of the regular dwarf hair', 'start': 160.88, 'duration': 5.88}, {'text': 'graft strands and you just pull it in', 'start': 164.33, 'duration': 5.79}, {'text': 'half and apparently this creates a', 'start': 166.76, 'duration': 7.14}, {'text': ""smaller dwarf hair grafts version so I'm"", 'start': 170.12, 'duration': 6.0}, {'text': 'just going to do laughter all of these I', 'start': 173.9, 'duration': 5.43}, {'text': 'might leave a few longer ones just apply', 'start': 176.12, 'duration': 5.75}, {'text': 'and plant in the back but apparently', 'start': 179.33, 'duration': 5.7}, {'text': 'this will permanently stay quite small', 'start': 181.87, 'duration': 6.88}, {'text': 'so look pretty bad in the first few', 'start': 185.03, 'duration': 6.51}, {'text': 'weeks but after those first few weeks', 'start': 188.75, 'duration': 5.61}, {'text': 'the should start a grow slightly taller', 'start': 191.54, 'duration': 5.76}, {'text': 'and fuse together and make a carpet so', 'start': 194.36, 'duration': 5.13}, {'text': ""I'll just trim off all the tops and I'll"", 'start': 197.3, 'duration': 3.77}, {'text': ""show you once I've done that"", 'start': 199.49, 'duration': 3.81}, {'text': ""okay so I've trimmed them all down the"", 'start': 201.07, 'duration': 4.84}, {'text': 'size now I was originally gonna wash', 'start': 203.3, 'duration': 5.25}, {'text': 'them under the tap but I notice that', 'start': 205.91, 'duration': 4.62}, {'text': ""they're all individual strands so they"", 'start': 208.55, 'duration': 3.57}, {'text': 'might come apart another running water', 'start': 210.53, 'duration': 4.5}, {'text': ""and they'll also come from a snail free"", 'start': 212.12, 'duration': 6.18}, {'text': 'aquarium so I might as well just put', 'start': 215.03, 'duration': 5.91}, {'text': 'these three in the fish tank and no need', 'start': 218.3, 'duration': 4.56}, {'text': 'to worry about snail infestations or', 'start': 220.94, 'duration': 2.55}, {'text': 'things like that', 'start': 222.86, 'duration': 2.49}, {'text': ""and they look like they're pretty much"", 'start': 223.49, 'duration': 4.77}, {'text': ""algae free as well so now I'll just show"", 'start': 225.35, 'duration': 6.95}, {'text': 'you me planting them in the substrate', 'start': 228.26, 'duration': 4.04}, {'text': ""okay so it's all planted now and from"", 'start': 242.38, 'duration': 4.63}, {'text': 'this angle it actually looks like a', 'start': 245.66, 'duration': 3.99}, {'text': 'fully grown carpet but of course if you', 'start': 247.01, 'duration': 4.53}, {'text': ""look at it from above you can see that's"", 'start': 249.65, 'duration': 5.04}, {'text': ""individual plants but this is what I'm"", 'start': 251.54, 'duration': 5.819}, {'text': 'hoping it looked like in about one or', 'start': 254.69, 'duration': 6.54}, {'text': ""two months so there's plenty of"", 'start': 257.359, 'duration': 5.671}, {'text': ""fertilization in this tank for it I'm"", 'start': 261.23, 'duration': 4.86}, {'text': 'running t8 lights so the lighting is', 'start': 263.03, 'duration': 5.79}, {'text': 'moderate I did about an hour of research', 'start': 266.09, 'duration': 6.93}, {'text': 'and most sources said that it could', 'start': 268.82, 'duration': 6.78}, {'text': 'withstand from moderate light to high', 'start': 273.02, 'duration': 5.61}, {'text': 'light levels it also said would do', 'start': 275.6, 'duration': 6.36}, {'text': 'better with co2 injection but would', 'start': 278.63, 'duration': 6.45}, {'text': ""still do fine without co2 injection I'm"", 'start': 281.96, 'duration': 5.25}, {'text': 'doing liquid carbon so that should be', 'start': 285.08, 'duration': 5.76}, {'text': 'great so if this video will help you in', 'start': 287.21, 'duration': 5.37}, {'text': 'any way or if you just liked it then', 'start': 290.84, 'duration': 3.99}, {'text': 'please leave a nice comment and please', 'start': 292.58, 'duration': 6.08}, {'text': 'like the video thanks a lot for watching', 'start': 294.83, 'duration': 3.83}]"
MeUd,h8sFhTGAOZM,"[2, 76, 446, 1314]",
hjUd,5_kRs9b9M2c,[61],
fXUd,5ecnOghVu-g,"[2, 17, 128]",
FvUd,rlxCfn94O8w,"[0, 1, 591, 761]",
